manageNo,parkNm,parkSe,rdnmadr,lnmadr,latitude,longitude,parkAr,appnNtfcDate,institutionNm,phoneNumber,referenceDate,insttCode
11440-00068,복자기소공원,소공원,,서울특별시 마포구 신수동 460,37.545885,126.936601,707.0,2009-10-15,서울특별시 마포구청,02-3153-9555,2023-11-15,3130000
11440-00069,상수나루소공원,소공원,,서울특별시 마포구 상수동 402-2,37.54611,126.926336,1359.0,2007-07-19,서울특별시 마포구청,02-3153-9555,2023-11-15,3130000
11440-00013,복사꽃어린이공원,어린이공원,,서울특별시 마포구 도화동 533,37.538935,126.946352,1553.0,1980-05-19,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00014,도화소어린이공원,어린이공원,,서울특별시 마포구 도화동 540,37.541053,126.94536,1646.0,1985-12-24,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00015,삼개어린이공원,어린이공원,,서울특별시 마포구 도화동 555-1,37.540357,126.945076,3029.0,1984-12-04,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00016,대흥어린이공원,어린이공원,,서울특별시 마포구 대흥동 660-1,37.543749,126.943687,1486.0,1999-11-20,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00017,현석어린이공원,어린이공원,,서울특별시 마포구 현석동 1-5,37.544342,126.933325,1622.0,2009-06-04,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00018,창전어린이공원,어린이공원,,서울특별시 마포구 창전동 35-28,37.550161,126.929162,1185.0,1940-08-20,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00019,와우어린이공원,어린이공원,,서울특별시 마포구 상수동 72-7,37.548829,126.925356,2924.0,1961-07-14,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00020,서교어린이공원,어린이공원,,서울특별시 마포구 서교동 391-1,37.552019,126.915475,1761.0,1960-07-13,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00021,잔다리어린이공원,어린이공원,,서울특별시 마포구 서교동 479-1,37.554524,126.91253,774.0,1965-11-08,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00022,윗잔다리어린이공원,어린이공원,,서울특별시 마포구 동교동 168-1,37.557013,126.925668,3251.0,1995-05-20,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00023,동교어린이공원,어린이공원,,서울특별시 마포구 동교동 197-17,37.560093,126.923451,978.0,1965-11-08,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00024,합정어린이공원,어린이공원,,서울특별시 마포구 서교동 489,37.551673,126.913138,3005.0,2008-12-04,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00025,양화어린이공원,어린이공원,,서울특별시 마포구 합정동 394-1,37.55035,126.908449,1388.0,1960-07-13,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00026,한마음어린이공원,어린이공원,,서울특별시 마포구 망원동 381-1,37.554689,126.908012,770.0,1965-11-08,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00027,옹달샘어린이공원,어린이공원,,서울특별시 마포구 망원동 408-3,37.555005,126.902213,1134.0,1965-11-08,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00028,두리어린이공원,어린이공원,,서울특별시 마포구 망원2동 436-1,37.560249,126.901287,1007.0,1965-11-08,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00029,망원새싹어린이공원,어린이공원,,서울특별시 마포구 망원2동 509-1,37.55907,126.898531,559.0,2004-08-25,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00030,느티나무어린이공원,어린이공원,,서울특별시 마포구 연남동 563-5,37.559509,126.918717,993.0,1965-11-08,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00031,은행나무어린이공원,어린이공원,,서울특별시 마포구 연남동 250-1,37.564634,126.922412,994.0,1967-01-21,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00032,다솜어린이공원,어린이공원,,서울특별시 마포구 성산동 113-2,37.562273,126.915497,975.0,1965-11-08,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00033,뒤뜰어린이공원,어린이공원,,서울특별시 마포구 성산동 588-8,37.563171,126.909337,530.0,1984-12-14,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00034,외주목어린이공원,어린이공원,,서울특별시 마포구 성산동 587-18 일대,37.562753,126.907962,263.0,1980-12-23,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00035,성메어린이공원,어린이공원,,서울특별시 마포구 성산동 667-1,37.568099,126.914835,640.0,2004-11-10,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00036,성황당어린이공원,어린이공원,,서울특별시 마포구 성산동 147-5,37.569036,126.907328,1367.0,1971-05-05,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00037,큰길어린이공원,어린이공원,,서울특별시 마포구 성산동 200-50,37.567792,126.90824,942.0,1970-03-26,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00038,쌍둥이어린이공원,어린이공원,,서울특별시 마포구 성산동 200-335,37.565742,126.906753,905.0,1980-02-02,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00039,성사천어린이공원,어린이공원,,서울특별시 마포구 성산동 199-11,37.565373,126.904868,166.0,1986-04-30,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00040,중동소어린이공원,어린이공원,,서울특별시 마포구 중동 36-27,37.57068,126.906726,779.0,1985-04-12,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00001,상암공원,근린공원,,서울특별시 마포구 상암동 산26-39,37.578696,126.883265,161153.0,2000-09-27,서울특별시 마포구청,02-3153-9553,2023-11-15,3130000
11440-00002,매봉산공원,근린공원,,서울특별시 마포구 상암동 1631,37.573807,126.89558,13137.0,2006-11-16,서울특별시 마포구청,02-3153-9557,2023-11-15,3130000
11440-00003,구룡공원,근린공원,,서울특별시 마포구 상암동 1583,37.582791,126.883713,14287.0,2000-09-27,서울특별시 마포구청,02-3153-9557,2023-11-15,3130000
11440-00004,와우공원,근린공원,,서울특별시 마포구 창전동3-231 등 59필지,37.55234,126.928984,73590.0,1940-03-12,서울특별시 마포구청,02-3153-9557,2023-11-15,3130000
11440-00005,부엉이공원,근린공원,,서울특별시 마포구 상암동1735,37.584788,126.883089,17640.0,2006-09-07,서울특별시 마포구청,02-3153-9557,2023-11-15,3130000
11440-00006,성산공원,근린공원,,서울특별시 마포구 성산동산11-1 등 38필지,37.562212,126.909895,103962.0,1966-02-05,서울특별시 마포구청,02-3153-9553,2023-11-15,3130000
11440-00007,쌍룡산공원,근린공원,,서울특별시 마포구 아현동 768,37.552928,126.950388,5791.0,2005-12-29,서울특별시 마포구청,02-3153-9557,2023-11-15,3130000
11440-00008,샛터공원,근린공원,,서울특별시 마포구 성산동200-326 등 19필지,37.566196,126.90618,31100.0,1977-07-09,서울특별시 마포구청,02-3153-9557,2023-11-15,3130000
11440-00009,노고산공원,근린공원,,서울특별시 마포구 대흥동 산1-30등17필지,37.551503,126.943063,528936.0,1940-03-12,서울특별시 마포구청,02-3153-9557,2023-11-15,3130000
11440-00010,큰더기어린이공원,어린이공원,,서울특별시 마포구 공덕동 470-1,37.550169,126.953199,1949.0,2006-12-28,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00011,공덕역어린이공원,어린이공원,,"서울특별시 마포구 공덕동 467-1,2,3",37.545107,126.951301,2435.0,1985-12-24,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11440-00012,마포어린이공원,어린이공원,,서울특별시 마포구 마포동 350-5,37.535803,126.943667,2030.0,1984-12-04,서울특별시 마포구청,02-3153-9554,2023-11-15,3130000
11320-00071,서울북부지방검찰청주변녹지,기타,,서울특별시 도봉구 도봉2동 626-22,37.6756414,127.0466808,314.0,,,,2019-01-01,3090000
11200-00002,달맞이,근린공원,서울특별시 성동구 독서당로40길 25,서울특별시 성동구 금호동4가 산 27,37.5433496006,127.0193024442,63411.43,1940-03-12,서울특별시 성동구,02-2886-5656,2022-08-30,3030000
11200-00003,무학봉,근린공원,서울특별시 성동구 난계로 114-31,서울특별시 성동구 하왕십리동 890-243,37.5612312466,127.0259523173,28843.0,1977-07-14,서울특별시 성동구,02-2886-5656,2022-08-30,3030000
11200-00004,금호,근린공원,서울특별시 성동구 금호산길 5-15(금호동3가),서울특별시 성동구 금호동3가 1266,37.5490411673,127.0190198709,13467.8,1963-04-26,서울특별시 성동구,02-2886-5656,2022-08-30,3030000
11350-00044,샛  말,어린이공원,서울특별시 노원구 동일로242라길 15-4,서울특별시 노원구 상계동 1116-50,37.67626473,127.057657,331.0,,,,2023-08-09,3100000
11350-00069,선  녀,어린이공원,"서울특별시 노원구 덕릉로 459-21(상계동, 상계주공1단지아파트)",서울특별시 노원구 상계동 767-2,37.64630799,127.0589575,1500.2,,,,2023-08-09,3100000
11350-00064,소  망,어린이공원,서울특별시 노원구 노해로 508,서울특별시 노원구 상계동 720-1,37.65470356,127.066191,1500.0,,,,2023-08-09,3100000
11350-00029,소곶네,어린이공원,서울특별시 노원구 석계로13길 6-20,서울특별시 노원구 월계동 411-47,37.62101391,127.0614041,814.0,,,,2023-08-09,3100000
11350-00108,송  림,어린이공원,서울특별시 노원구 노원로 62,서울특별시 노원구 공릉동 106-3,37.62769787,127.0872999,1500.3,,,,2023-08-09,3100000
11350-00036,씨  알,어린이공원,서울특별시 노원구 동일로196길 26,서울특별시 노원구 공릉동 371-1,37.62793146,127.0736081,991.3,,,,2023-08-09,3100000
11350-00098,안  골,어린이공원,서울특별시 노원구 월계로45가길 94,서울특별시 노원구 월계동 781-1,37.63176137,127.0523386,1473.9,,,,2023-08-09,3100000
11350-00084,앵무새,어린이공원,"서울특별시 노원구 한글비석로 91(하계동, 하계1차청구아파트)",서울특별시 노원구 하계동 251-13,37.63982606,127.0711674,1614.1,,,,2023-08-09,3100000
11350-00013,양  지,근린공원,서울특별시 노원구 한글비석로5길 40(중계동),서울특별시 노원구 중계동 362,37.64545773,127.0748358,10508.1,,,,2023-08-09,3100000
11350-00063,엄  지,어린이공원,서울특별시 노원구 동일로216길 47,서울특별시 노원구 상계동 720-4,37.65298873,127.0635586,1500.1,,,,2023-08-09,3100000
11350-00095,연  지,어린이공원,서울특별시 노원구 월계로 325,서울특별시 노원구 월계동 564,37.62895578,127.0566558,3847.1,,,,2023-08-09,3100000
11350-00091,연  촌,어린이공원,서울특별시 노원구 마들로3길 19,서울특별시 노원구 월계동 322-4,37.62811918,127.0629504,1509.7,,,,2023-08-09,3100000
11350-00030,연천내,어린이공원,서울특별시 노원구 석계로15길 17,서울특별시 노원구 월계동 411-50,37.62238292,127.061115,152.0,,,,2023-08-09,3100000
11350-00026,영축산              <시공원>,근린공원,서울특별시 노원구 광운로 141(월계동),서울특별시 노원구 월계동 산108,37.62834719,127.057541,260500.0,,,,2023-08-09,3100000
11350-00034,옹달샘,어린이공원,서울특별시 노원구 노원로1바길 6,서울특별시 노원구 공릉동 270-4,37.62076239,127.080912,341.0,,,,2023-08-09,3100000
11350-00058,용  화,어린이공원,서울특별시 노원구 동일로221길 32,서울특별시 노원구 상계동 695-1,37.65916949,127.0571713,1500.0,,,,2023-08-09,3100000
11350-00006,원  터,근린공원,"서울특별시 노원구 동일로214길 21 (상계동, 상계주공4단지 아파트)",서울특별시 노원구 상계동753-2,37.65043289,127.0627594,10121.4,,,,2023-08-09,3100000
11350-00031,월  계,어린이공원,서울특별시 노원구 석계로13길 35,서울특별시 노원구 월계동 429-44,37.62071011,127.060646,858.0,,,,2023-08-09,3100000
11350-00085,이  화,어린이공원,서울특별시 노원구 한글비석로8길 42,서울특별시 노원구 중계동 363-8,37.64702362,127.0799492,1550.7,,,,2023-08-09,3100000
11350-00115,인덕마을,어린이공원,서울특별시 노원구 초안산로2라길 26,서울특별시 노원구 월계2동 277-22,37.63015582,127.056627,2470.0,,,,2023-08-09,3100000
11350-00047,삼  들,어린이공원,"서울특별시 노원구 동일로227길 86(상계동, 상계주공16단지아파트)",서울특별시 노원구 상계동 623,37.670404,127.0527266,1500.0,,,,2023-08-09,3100000
11350-00003,상  계,근린공원,서울특별시 노원구 동일로227길 106(상계동),서울특별시 노원구 상계동 620,37.66943924,127.0504402,30479.4,,,,2023-08-09,3100000
11350-00171,상계소공원1,소공원,서울특별시 노원구 노원로38길 76,서울특별시 노원구 상계동 680,37.66385315,127.061985,2471.0,,,,2023-08-09,3100000
11350-00172,상계소공원2,소공원,서울특별시 노원구 노원로38길 10,서울특별시 노원구 상계동 677,37.66122126,127.0624026,1530.0,,,,2023-08-09,3100000
11350-00173,상계소공원3,소공원,서울특별시 노원구 덕릉로109다길 13,서울특별시 노원구 상계3·4동 1355-6,37.6672909,127.0770827,574.2,,,,2023-08-09,3100000
11350-00174,상계소공원4,소공원,서울특별시 노원구 수락산로 12 인근,서울특별시 노원구 상계3·4동 1355-8,37.66443274,127.0745684,670.0,,,,2023-08-09,3100000
11350-00054,상록수,어린이공원,서울특별시 노원구 한글비석로 25길 19,서울특별시 노원구 상계동 663,37.66040664,127.0703242,2130.0,,,,2023-08-09,3100000
11350-00078,새  싹,어린이공원,서울특별시 노원구 중계로 230,서울특별시 노원구 중계동 359-2,37.65101324,127.0750479,1516.9,,,,2023-08-09,3100000
11350-00099,새마을,어린이공원,서울특별시 노원구 동일로245길 56,서울특별시 노원구 상계동 1257-1,37.67970594,127.052411,1307.8,,,,2023-08-09,3100000
11350-00100,샘  터,어린이공원,서울특별시 노원구 동일로245길 162,서울특별시 노원구 상계동 1255-1,37.68082342,127.0542201,1500.0,,,,2023-08-09,3100000
11215-10548,능동소공원,소공원,,서울특별시 광진구 능동 242-26,37.55243686,127.082877,1062.0,1971-08-01,서울특별시 광진구청,02-450-7778,2024-01-02,3040000
11215-10549,홍련산의소공원,소공원,,서울특별시 광진구 구의동 668-5,37.54613706,127.0886173,1291.1,2018-12-13,서울특별시 광진구청,02-450-7778,2024-01-02,3040000
11215-10550,뚝섬유원지역쉼터소공원,소공원,,서울특별시 광진구 자양동 854-1,37.53189643,127.0673192,802.3,2011-01-20,서울특별시 광진구청,02-450-7778,2024-01-02,3040000
11215-10551,중곡역소공원(가칭),소공원,,서울특별시 광진구 중곡동 30-79,37.56587772,127.08494,1276.7,2012-09-27,서울특별시 광진구청,02-450-7778,2024-01-02,3040000
11215-10533,온달공원,어린이공원,"서울특별시 광진구 아차산로73길 15, (광장동)",서울특별시 광진구 광장동 242-1,37.54598669,127.1040763,1012.0,1978-11-14,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10534,평강공원,어린이공원,,서울특별시 광진구 광장동 387-1,37.54811752,127.1005781,325.0,1984-05-18,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10535,약초원공원,어린이공원,,서울특별시 광진구 자양동 74-21,37.532914,127.0664003,826.0,1967-01-21,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10536,정말공원,어린이공원,"서울특별시 광진구 자양로13다길 34, (자양동)",서울특별시 광진구 자양동 619-20,37.53316616,127.0781758,989.4,1969-01-21,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10537,자마장공원,어린이공원,"서울특별시 광진구 자양로13길 41, (자양동)",서울특별시 광진구 자양동 630,37.53444854,127.0821916,998.8,1969-01-21,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10538,장독골공원,어린이공원,"서울특별시 광진구 아차산로40길 46, (자양동)",서울특별시 광진구 자양동 804-10,37.5356422,127.0778292,997.4,1969-01-21,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10539,언덕배기공원,어린이공원,"서울특별시 광진구 뚝섬로62길 24, (자양동)",서울특별시 광진구 자양동 686-52,37.53214981,127.0879487,800.4,1969-01-21,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10540,금모래공원,어린이공원,"서울특별시 광진구 뚝섬로56길 28, (자양동)",서울특별시 광진구 자양동 651-50,37.53030963,127.0825402,1022.5,1969-01-21,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10541,동자공원,어린이공원,"서울특별시 광진구 자양번영로3길 16, (자양동)",서울특별시 광진구 자양동 582-19,37.5318659,127.0742753,985.9,1969-01-21,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10542,노유산공원,어린이공원,"서울특별시 광진구 아차산로32길 17, (자양동)",서울특별시 광진구 자양동 5-7,37.5391102,127.0685096,993.1,1969-01-21,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10543,화양동정자마당소공원,소공원,,서울특별시 광진구 화양동 110-34,37.54652182,127.0718116,2382.0,2002-06-18,서울특별시 광진구청,02-450-7778,2024-01-02,3040000
11215-10544,능동정자마당소공원,소공원,,서울특별시 광진구 능동 369-12,37.55343589,127.0793355,1518.0,2005-05-23,서울특별시 광진구청,02-450-7778,2024-01-02,3040000
11215-10545,구의가로휴식소공원,소공원,,서울특별시 광진구 구의동 589-4,37.53641296,127.0933277,95.2,1971-11-26,서울특별시 광진구청,02-450-7778,2024-01-02,3040000
11215-10546,약초원소공원,소공원,,서울특별시 광진구 자양동 553-22,37.53498194,127.0679085,1337.0,1998-03-19,서울특별시 광진구청,02-450-7778,2024-01-02,3040000
11215-10547,세모꼴소공원,소공원,,서울특별시 광진구 자양동 859-1,37.53839854,127.0815488,862.0,2018-11-29,서울특별시 광진구청,02-450-7778,2024-01-02,3040000
11140-00011,진달래소공원,소공원,,서울특별시 중구 정동 1-73,37.56801264,126.9747535,713.0,2012-05-03,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00012,마루소공원,소공원,,서울특별시 중구 다산동 432-1918,37.55116553,127.0043988,337.0,2012-05-03,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00013,만리소공원(만리2구역1),소공원,,서울특별시 중구 만리동2가 285(231-2),37.55446168,126.9658367,1204.2,2017-08-09,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00014,만리소공원(만리2구역2),소공원,,서울특별시 중구 만리동2가 281(211),37.55446168,126.9658367,3394.5,2017-08-09,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00015,만리2구역3(가칭)_만리1,소공원,,서울특별시 중구 만리동2가 12-53,37.55446168,126.9658367,427.0,2018-01-24,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00016,서소문구역 제5지구(가칭),소공원,,서울특별시 중구 서소문동 116,37.56288231,126.9754281,397.5,2019-06-05,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00017,신당제11구역1(가칭),소공원,,서울특별시 중구 신당동 856-6,37.56478,127.02471,284.7,2019-06-05,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00018,신당제11구역2(가칭),소공원,,서울특별시 중구 신당동 856-2,37.56478,127.02471,79.7,2019-06-05,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00019,다동소공원,소공원,,서울특별시 중구 다동51-1,37.5677920911,126.9805244874,1929.0,1976-04-07,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00020,세운3소공원,소공원,,서울특별시 중구 예관동 53-4,37.5645401,126.997423,1317.7,2014-03-24,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00021,묵정어린이공원,어린이공원,,서울특별시 중구 충무로5가 21,37.56368166,126.9998022,3907.4,2004-06-01,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00022,쌍림어린이공원,어린이공원,,서울특별시 중구 광희1가 242,37.56415396,127.0049461,1500.0,2006-10-01,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00023,황학어린이공원,어린이공원,,서울특별시 중구 황학동 755,37.56748267,127.0180129,1087.0,2006-10-01,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00024,배재어린이공원,어린이공원,,서울특별시 중구 정동 34-31,37.56440726,126.9726897,2877.0,1989-05-01,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00025,청구어린이공원,어린이공원,,서울특별시 중구 청구동 842-1,37.55566572,127.01384,1655.7,2003-05-01,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00026,충현어린이공원,어린이공원,,서울특별시 중구 다산동 432-540,37.55110795,127.0056933,1571.0,2008-11-20,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00027,다산어린이공원,어린이공원,,서울특별시 중구 신당5동 123-1,37.56375032,127.0186793,3678.6,2009-12-01,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00028,늘푸른어린이공원,어린이공원,,서울특별시 중구 다산동 432-917,37.55110795,127.0056933,423.0,2006-12-11,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00029,저동어린이공원,어린이공원,,서울특별시 중구 저동1가 1-14,37.56474547,126.9878944,1050.0,2008-09-05,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00030,꿈누리어린이공원,어린이공원,,서울특별시 중구 신당동 851-9,37.5606932,127.0203973,2568.7,2011-10-28,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00031,동화어린이공원,어린이공원,,서울특별시 중구 신당동 852-4,37.56049514,127.0181196,3070.9,2011-12-13,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00032,순화어린이공원,어린이공원,,서울특별시 중구 순화동 217-6,37.56343951,126.9712668,1457.8,2016-07-20,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00033,손기정체육공원,체육공원,,서울특별시 중구 만리동2가 6-1,37.55592073,126.9645377,29682.2,1990-04-01,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00034,서소문역사공원,역사공원,,서울특별시 중구 의주로2가 16-2,37.56056785,126.9688672,21363.0,2014-02-06,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00035,한빛미디어파크,역사공원,,서울특별시 중구 삼각동 118,37.56800871,126.9851012,2105.7,2014-12-04,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00036,정동역사공원,역사공원,,서울특별시 중구 정동 15-1,37.56773915,126.9713585,8160.0,2010-06-01,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00037,순화문화공원,문화공원,,서울특별시 중구 순화동 216-2,37.56013992,126.9715294,2102.5,2013-07-09,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00038,명동문화공원,문화공원,,서울특별시 중구 저동1가 91-2,37.56472834,126.9869241,2117.0,2016-10-19,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11560-00001,신일어린이공원,어린이공원,,서울특별시 영등포구 신길동 455-1,37.510022,126.9221917,173.0,1940-01-15,서울특별시 영등포구청,02-2670-3757,2023-10-10,3180000
11560-00002,자매근린공원,근린공원,서울특별시 영등포구 의사당대로 지하 166,서울특별시 영등포구 여의도동 56,37.5166297,126.9290797,16458.0,1940-03-12,서울특별시 영등포구청,02-2670-3758,2023-10-10,3180000
11560-00003,문래근린공원,근린공원,,서울특별시 영등포구 문래동3가 66,37.517456,126.894267,23611.0,1940-03-12,서울특별시 영등포구청,02-2670-3758,2023-10-10,3180000
11560-00004,신길근린공원,근린공원,서울특별시 영등포구 도림로80길 6,서울특별시 영등포구 신길동 341-3,37.501712,126.905408,19604.0,1940-03-12,서울특별시 영등포구청,02-2670-3758,2023-10-10,3180000
11560-00005,당산근린공원,근린공원,서울특별시 영등포구 당산로27길 12,서울특별시 영등포구 당산동3가 385,37.52521794,126.8951468,11154.0,1940-03-12,서울특별시 영등포구청,02-2670-3758,2023-10-10,3180000
11560-00006,메낙골근린공원,근린공원,,서울특별시 영등포구 신길동 4934-4,37.50701967,126.915244,17229.0,1940-03-12,서울특별시 영등포구청,02-2670-3758,2023-10-10,3180000
11560-00007,중앙어린이공원,어린이공원,서울특별시 영등포구 영등포로35길 13,서울특별시 영등포구 영등포동6가 65-1,37.521363,126.904164,3671.0,1940-03-12,서울특별시 영등포구청,02-2670-3757,2023-10-10,3180000
11560-00008,평화어린이공원,어린이공원,서울특별시 영등포구 63로 45,서울특별시 영등포구 여의도동 50-2,37.52135273,126.9373261,4595.0,1940-03-12,서울특별시 영등포구청,02-2670-3757,2023-10-10,3180000
11560-00009,자유어린이공원,어린이공원,서울특별시 영등포구 63로 45,서울특별시 영등포구 여의도동 50-3,37.521353,126.937326,5385.0,1940-03-12,서울특별시 영등포구청,02-2670-3757,2023-10-10,3180000
11560-00010,강마을어린이공원,어린이공원,,서울특별시 영등포구 당산6가 10-7,37.532972,126.906681,3329.0,1940-03-12,서울특별시 영등포구청,02-2670-3757,2023-10-10,3180000
11140-00007,쌍림동소공원,소공원,,서울특별시 중구 쌍림동 292-2,37.56350445,127.0030963,169.4,2011-06-28,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00008,무교1소공원,소공원,,서울특별시 중구 무교동 97-2,37.56833476,126.9790552,570.2,2012-05-03,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00009,무교2소공원,소공원,,서울특별시 중구 태평로1가 2-2,37.56883648,126.9776038,1245.4,2012-05-03,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11140-00010,경찰기념공원,소공원,,서울특별시 중구 의주로1가 44-2,37.56056785,126.9688672,1039.0,2012-05-03,서울특별시 중구청,02-3396-5854,2023-04-03,3010000
11560-00016,서강어린이공원,어린이공원,,서울특별시 영등포구 영등포동8가 28,37.5259219,126.905848,1797.0,1982-07-12,서울특별시 영등포구청,02-2670-3757,2023-10-10,3180000
11560-00017,원지어린이공원,어린이공원,서울특별시 영등포구 도림로47길 28,서울특별시 영등포구 대림동 690,37.497618,126.899642,4845.0,1982-07-12,서울특별시 영등포구청,02-2670-3757,2023-10-10,3180000
11560-00018,동심어린이공원,어린이공원,서울특별시 영등포구 대림로35길 7,서울특별시 영등포구 대림동 742,37.498712,126.897293,2820.0,1982-07-12,서울특별시 영등포구청,02-2670-3757,2023-10-10,3180000
11560-00019,두암어린이공원,어린이공원,,서울특별시 영등포구 대림동 715,37.49551276,126.897371,1477.0,1982-07-12,서울특별시 영등포구청,02-2670-3757,2023-10-10,3180000
11560-00020,신우어린이공원,어린이공원,서울특별시 영등포구 가마산로47길 13,서울특별시 영등포구 대림동 657,37.503539,126.899081,3112.0,1982-07-12,서울특별시 영등포구청,02-2670-3757,2023-10-10,3180000
11560-00021,양화폭포근린공원,근린공원,,서울특별시 영등포구 양평동 153-2,37.53904364,126.8985934,12404.0,1997-03-31,서울특별시 영등포구청,02-2670-3758,2023-10-10,3180000
11560-00022,영등포근린공원,근린공원,서울특별시 영등포구 신길로 275,서울특별시 영등포구 영등포동 582-3,37.516127,126.912126,61544.0,1997-05-10,서울특별시 영등포구청,02-2670-3715,2023-10-10,3180000
11560-00023,양평어린이공원,어린이공원,,서울특별시 영등포구 양평동4가 301-7,37.538015,126.898077,2845.0,1998-04-06,서울특별시 영등포구청,02-2670-3757,2023-10-10,3180000
11215-10510,성화공원,어린이공원,,서울특별시 광진구 자양동 199-4,37.53620746,127.061859,253.0,1979-09-15,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10511,양마장공원,어린이공원,,서울특별시 광진구 자양동 689-6,37.5308707,127.0887271,1113.0,1982-03-09,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10512,자양공원,어린이공원,,서울특별시 광진구 자양동 792-1,37.5335548,127.0698629,494.8,1984-05-18,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10513,가중나무공원,어린이공원,"서울특별시 광진구 동일로28길 16, (화양동)",서울특별시 광진구 화양동 32-1,37.54651869,127.0677034,971.6,1969-01-21,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
