manageNo,parkNm,parkSe,rdnmadr,lnmadr,latitude,longitude,parkAr,appnNtfcDate,institutionNm,phoneNumber,referenceDate,insttCode
11215-10514,한아름공원,어린이공원,"서울특별시 광진구 군자로3길 15, (화양동)",서울특별시 광진구 화양동 12-55,37.5443368,127.0704685,936.2,1969-01-21,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10515,햇님공원,어린이공원,"서울특별시 광진구 아차산로25길 27, (화양동)",서울특별시 광진구 화양동 45-3,37.5426933,127.0670227,1002.3,1969-01-21,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10516,화양공원,어린이공원,"서울특별시 광진구 아차산로31길 14, (화양동)",서울특별시 광진구 화양동 8-36,37.54160778,127.0696005,996.4,1969-01-21,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10517,남일공원,어린이공원,,서울특별시 광진구 군자동 159-1,37.5559474,127.0736903,238.0,1979-02-02,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10518,군자공원,어린이공원,"서울특별시 광진구 동일로52길 27, (군자동)",서울특별시 광진구 군자동 115-1,37.55456506,127.0728509,642.0,1993-12-17,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10519,중곡공원,어린이공원,"서울특별시 광진구 긴고랑로5길 10, (중곡동)",서울특별시 광진구 중곡동 232-44,37.5645362,127.079141,995.7,1973-05-18,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10520,배나무터공원,어린이공원,"서울특별시 광진구 동일로76나길 20, (중곡동)",서울특별시 광진구 중곡동 695,37.56834108,127.0802695,971.9,1973-05-18,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10521,해오름공원,어린이공원,"서울특별시 광진구 영화사로7길 25, (중곡동)",서울특별시 광진구 중곡동 100-16,37.55678467,127.0921845,840.0,1973-05-18,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10522,한마음공원,어린이공원,,서울특별시 광진구 중곡동 51-6,37.5595627,127.083993,897.8,2000-03-03,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10523,긴고랑공원,어린이공원,"서울특별시 광진구 긴고랑로 143, (중곡동)",서울특별시 광진구 중곡동 68-19,37.55888021,127.0910186,633.0,2004-08-05,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10524,개나리공원,어린이공원,,서울특별시 광진구 구의동 216-5,37.538013,127.0923645,988.8,1969-01-21,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10525,목련공원,어린이공원,"서울특별시 광진구 아차산로59길 49, (구의동)",서울특별시 광진구 구의동 223-4,37.54064005,127.0906545,989.8,1969-01-21,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10526,무궁화공원,어린이공원,"서울특별시 광진구 광나루로52길 12, (구의동)",서울특별시 광진구 구의동 206-10,37.5412468,127.0945509,1041.7,1969-01-21,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10527,장미공원,어린이공원,"서울특별시 광진구 구의강변로3길 39, (구의동)",서울특별시 광진구 구의동 590-2,37.5362728,127.0901418,986.5,1969-01-21,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10528,푸른동산공원,어린이공원,"서울특별시 광진구 광나루로44길 32, (구의동)",서울특별시 광진구 구의동 227-13,37.5429034,127.0911933,933.2,1969-01-21,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10529,구둘공원,어린이공원,"서울특별시 광진구 자양로42길 44, (구의동)",서울특별시 광진구 구의동 60-8,37.5481208,127.0921708,788.1,1973-05-18,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10530,산마루공원,어린이공원,,서울특별시 광진구 구의동 560-5,37.55507,127.095143,917.0,2015-11-19,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10531,구의공원,어린이공원,"서울특별시 광진구 광나루로56길 86, (구의동)",서울특별시 광진구 구의동 546-2,37.53650324,127.0947414,10464.0,1984-08-22,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11215-10532,명성공원,어린이공원,,서울특별시 광진구 구의동 249-25,37.541424,127.0867221,548.4,2001-10-20,서울특별시 광진구청,02-450-7775,2024-01-02,3040000
11350-00033,해오라기,어린이공원,서울특별시 노원구 동일로186길 53-26,서울특별시 노원구 공릉동 503-17,37.62562133,127.0761765,959.7,,,,2023-08-09,3100000
11350-00052,햇  빛,어린이공원,서울특별시 노원구 상계로 37길 36,서울특별시 노원구 상계동 646,37.67163547,127.0802081,1631.2,,,,2023-08-09,3100000
11350-00094,햇 살,어린이공원,서울특별시 노원구 월계로45길 28,서울특별시 노원구 월계동 563,37.6268416,127.0509709,2040.7,,,,2023-08-09,3100000
11350-00045,호돌이,어린이공원,서울특별시 노원구 동일로227길 86,서울특별시 노원구 상계동 622,37.670404,127.0527266,1500.1,,,,2023-08-09,3100000
11350-00114,희망,어린이공원,서울특별시 노원구 상계로37라길,서울특별시 노원구 상계동 111-201,37.672443,127.078763,984.0,,,,2023-08-09,3100000
11350-00143,월계 롯데캐슬 옆,기타,서울특별시 노원구 월계로45길 21 부근,서울특별시 노원구 월계2동 865-5,37.6267847,127.0473737,764.0,,,,2023-08-09,3100000
11350-00144,불암초,기타,서울특별시 노원구 중계로 178,서울특별시 노원구 중계본동 107-8,37.65078442,127.0806018,412.0,,,,2023-08-09,3100000
11350-00145,불암소공원,기타,서울특별시 노원구 한글비석로19길 28 부근,서울특별시 노원구 중계4동 453-38,37.6583522,127.070025,1198.0,,,,2023-08-09,3100000
11350-00146,노원골 만남의광장,기타,서울특별시 노원구 동일로242길 109 부근,서울특별시 노원구 상계1동 1001,37.6746143,127.0594044,800.0,,,,2023-08-09,3100000
11350-00147,천상병공원,기타,서울특별시 노원구 동일로242길 75 부근,서울특별시 노원구 상계1동 996-27,37.6743328,127.0570198,197.0,,,,2023-08-09,3100000
11350-00148,비콘과대망사이,기타,서울특별시 노원구 동일로242라길 21-11,서울특별시 노원구 상계1동 1116-120,37.6766918,127.0577699,231.0,,,,2023-08-09,3100000
11350-00149,중계1동 소공원,기타,서울특별시 노원구 덕릉로71길 5,서울특별시 노원구 중계1동 421-67외4,37.6499424,127.069119,1642.0,,,,2023-08-09,3100000
11350-00150,소방파출소,기타,서울특별시 노원구 노원로26길 111 부근,서울특별시 노원구 상계2동 197-11,37.6588071,127.0662972,233.0,,,,2023-08-09,3100000
11350-00151,순복음교회 뒤,기타,서울특별시 노원구 상계로10길 41-7 부근,서울특별시 노원구 상계2동 178-18,37.6558384,127.0666435,76.0,,,,2023-08-09,3100000
11350-00152,순복음 목재소,기타,서울특별시 노원구 노원로 444 부근,서울특별시 노원구 상계2동 330-41,37.6562311,127.065035,77.0,,,,2023-08-09,3100000
11350-00153,상계2동 마을숲,기타,서울특별시 노원구 상계로10길 14,서울특별시 노원구 상계2동 373-13,37.6568074,127.0676377,1341.0,,,,2023-08-09,3100000
11350-00154,현대 초입,기타,서울특별시 노원구 덕릉로112길 48,서울특별시 노원구 상계3동 107-1798,37.6664414,127.0801387,110.0,,,,2023-08-09,3100000
11350-00155,간촌 인근,기타,서울특별시 노원구 한글비석로24다길 18-2 부근,서울특별시 노원구 상계5동 156-66,37.6630139,127.071878,41.0,,,,2023-08-09,3100000
11350-00156,상계초,기타,서울특별시 노원구 상계2동 상계로9길 39,서울특별시 노원구 상계5동 393-27,37.6591731,127.0638398,39.0,,,,2023-08-09,3100000
11350-00157,계상초 인근,기타,서울특별시 노원구 한글비석로31가길 44 부근,서울특별시 노원구 상계5동 434-8,37.6618373,127.0651416,62.0,,,,2023-08-09,3100000
11350-00158,석계역문화공원,기타,서울특별시 노원구 화랑로 331,서울특별시 노원구 월계1동 47-45,37.61496111,127.0645525,3900.0,,,,2023-08-09,3100000
11350-00159,공릉가로공원,기타,서울특별시 노원구 화랑로 440-2,서울특별시 노원구 공릉1동 657-8,37.61768123,127.076266,8999.0,,,,2023-08-09,3100000
11350-00160,상계 5,기타,서울특별시 노원구 한글비석로24다길 32-8 부근,서울특별시 노원구 상계5동 155-23,37.6635348,127.0693311,417.0,,,,2023-08-09,3100000
11350-00161,한천가로공원,기타,서울특별시 노원구 섬밭로 88 부근,서울특별시 노원구 공릉1동 406-1,37.6243086,127.07055,7145.0,,,,2023-08-09,3100000
11350-00162,우이천가로공원,기타,서울특별시 노원구 월계로45길 21 부근,서울특별시 노원구 월계2동 861-3,37.6257112,127.0470189,8098.0,,,,2023-08-09,3100000
11350-00163,월계2동쌈지(신화연립),기타,서울특별시 노원구 우이천로2길 29,서울특별시 노원구 월계2동 912-1,37.6324586,127.0427144,164.0,,,,2023-08-09,3100000
11350-00164,월계2동쌈지(신우빌라),기타,서울특별시 노원구 우이천로 66,서울특별시 노원구 월계2동 877-4,37.62906629,127.0457593,561.0,,,,2023-08-09,3100000
11350-00165,중계본동 보호수 근처,기타,서울특별시 노원구 중계로12길 39 부근,서울특별시 노원구 중계동본 58-35,37.6464965,127.080867,105.0,,,,2023-08-09,3100000
11350-00166,원암유치원,기타,서울특별시 노원구 중계로14라길 28 부근,서울특별시 노원구 중계동본 90-37,37.649804,127.084306,380.0,,,,2023-08-09,3100000
11350-00167,상계5동 쌈지마당,기타,서울특별시 노원구 한글비석로39길 16-8,서울특별시 노원구 상계5동 167-18,37.6620195,127.0687727,137.0,,,,2023-08-09,3100000
11350-00168,상계5동 간촌마을 가로공원,기타,서울특별시 노원구 한글비석로46가길 34 부근,서울특별시 노원구 상계5동 458-3,37.6661168,127.0658531,1298.2,,,,2023-08-09,3100000
11350-00169,힐링숲,기타,서울특별시 노원구 한글비석로31가길 34 부근,서울특별시 노원구 상계5동 441-3,37.6613963,127.0653931,862.0,,,,2023-08-09,3100000
11350-00073,해바라기,어린이공원,서울특별시 노원구 공릉로59가길 28,서울특별시 노원구 하계동 277,37.63463264,127.0709591,4504.0,,,,2023-08-09,3100000
11740-00056,방아다리공원,어린이공원,서울특별시 강동구 동남로65길46-8(명일동),서울특별시 강동구 명일2동 236,37.548156,127.153648,2010.4,1982-04-29,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00057,둔촌공원,어린이공원,,서울특별시 강동구 둔촌2동 79-4,37.531437,127.143288,2226.0,1990-02-21,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00058,암사동공원,소공원,,서울특별시 강동구 암사동 518-1,37.54888077,127.1233123,1022.0,1999-07-29,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00059,솔말소공원,근린공원,,서울특별시 강동구 암사3동 400-1,37.556493,127.139147,1108.6,2000-12-15,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00060,솜다래공원,근린공원,,서울특별시 강동구 암사1동 413-4,37.553691,127.141229,3993.8,2000-12-15,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00061,암사공원,근린공원,,서울특별시 강동구 암사3동 414-20,37.5565294,127.1417157,7047.0,2000-12-15,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00062,천일공원,어린이공원,서울특별시 강동구 구천면로42길60(천호동),서울특별시 강동구 천호1동 221-3,37.54498878,127.1362629,2408.0,2001-03-21,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00063,당말공원,어린이공원,서울특별시 강동구 진황도로29길34(천호동),서울특별시 강동구 천호3동 167-195,37.53912769,127.133246,2409.0,2002-10-04,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00064,다솜공원,어린이공원,,서울특별시 강동구 강일동 333-1,37.546877,127.167582,3125.0,2003-11-10,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00065,꽃보라공원,어린이공원,,서울특별시 강동구 강일동 317-1,37.565352,127.175724,3185.0,2003-11-10,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00066,윤슬공원,어린이공원,,서울특별시 강동구 강일동 448-1,37.562677,127.177545,2591.0,2003-11-10,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00067,꿈터공원,어린이공원,,서울특별시 강동구 강일동 429-1,37.560861,127.180266,1804.0,2003-11-10,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00068,나루공원,어린이공원,,서울특별시 강동구 천호2동 569-1,37.547038,127.123604,1500.0,2004-09-15,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00069,강일공원,근린공원,,서울특별시 강동구 강일동 332-5,37.569526,127.1744407,34591.6,2004-12-27,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00070,벌말공원,근린공원,,서울특별시 강동구 강일동 산8-1,37.559936,127.177202,86205.7,2004-12-27,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00071,암사공원,어린이공원,서울특별시 강동구 고덕로28길36(암사동),서울특별시 강동구 암사1동 산59-2,37.552756,127.137981,1780.0,2005-01-05,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00072,강덕공원,근린공원,,서울특별시 강동구 강일동 산11-6,37.558585,127.174682,46699.6,2005-12-29,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11350-00128,상계 1,기타,서울특별시 노원구 동일로 1661 부근,서울특별시 노원구 상계동1 1119-12,37.6764803,127.0528561,254.0,,,,2023-08-09,3100000
11350-00129,상계 3,기타,서울특별시 노원구 덕릉로 774 부근,서울특별시 노원구 상계동3 107-1861,37.6661136,127.0779886,76.0,,,,2023-08-09,3100000
11350-00130,공릉2(산업대앞),기타,서울특별시 노원구 공릉로 245 부근,서울특별시 노원구 공릉동2 462-14,37.6305209,127.0733564,103.0,,,,2023-08-09,3100000
11350-00131,쌈지마당,기타,서울특별시 노원구 중계로6길 82-3,서울특별시 노원구 중계동본 16-2,37.64418344,127.0879447,992.0,,,,2023-08-09,3100000
11350-00132,"우체국 옆(엠코, 태릉입구 5번 출구)",기타,서울특별시 노원구 동일로 986,서울특별시 노원구 공릉1동 670-20외,37.6182161,127.075912,487.7,,,,2023-08-09,3100000
11350-00133,노원역 역사문화마당,기타,서울특별시 노원구 노해로 75길,서울특별시 노원구 상계2동 839-1,37.6544716,127.0558664,250.0,,,,2023-08-09,3100000
11350-00134,양지마을마당,기타,서울특별시 노원구 덕릉로 583 부근,서울특별시 노원구 중계1동 580-2,37.6504711,127.0687971,563.7,,,,2023-08-09,3100000
11350-00135,공릉3동소공원,기타,서울특별시 노원구 동일로191가길 59,서울특별시 노원구 공릉3동 318-3,37.62766279,127.0696059,3000.0,,,,2023-08-09,3100000
11350-00136,주민소통공간,기타,서울특별시 노원구 한글비석로36길 28,"서울특별시 노원구 상계5동 156-147,16",37.6628034,127.0713304,198.0,,,,2023-08-09,3100000
11350-00137,성북역,기타,서울특별시 노원구 광운로19길 38,서울특별시 노원구 월계1동 412-1,37.62315543,127.0591881,4216.0,,,,2023-08-09,3100000
